0.05,0.4269426942694269,0.034354353453465
0.09,0.2244224422442244,0.4222271076041292
0.13,0.0355035503550355,0.1695752519187347
0.17,0.126012601260126,0.00334477218068796
0.21,0.5876587658765876,0.6818141248782579
0.25,0.5274527452745275,0.331236457553065
0.29,0.8151815181518152,0.8136002608404619
0.33,0.4388438843884389,0.9338276122904624
0.37,0.2545254525452545,0.7582662510238976
0.41,0.477047704770477,0.170734506508637
0.45,0.752975297529753,0.7895703066971986
0.49,0.6858685868586859,0.4065330868960099
0.53,0.0322032203220322,0.4028647258362854
0.57,0.1037103710371037,0.867416755678777
0.61,0.07540754075407541,0.4009461008502159
0.65,0.5685568556855686,0.8014455895506772
0.6899999999999999,0.3192319231923192,0.698619553161434
0.73,0.1889188918891889,0.4373218229778766
0.77,0.5683568356835683,0.7964530778784589
0.8100000000000001,0.2965296529652965,0.4347932024381186
0.85,0.7912791279127913,0.7988421515348724
0.89,0.5997599759975998,0.2947359487109635
0.93,0.9640964096409641,0.1380042711383881
0.97,0.9296929692969297,0.9546434780585752
0.01,0.4156415641564156,0.292518632694295
0.05,0.2723272327232723,0.5418254664182134
0.09,0.4147414741474147,0.987834778309762
0.13,0.1976197619761976,0.3919066655798991
0.17,0.9046904690469046,0.5568040291333932
0.21,0.8301830183018302,0.4510104404730979
0.25,0.9066906690669067,0.08931109832892448
0.29,0.1924192419241924,0.2307878331123462
0.33,0.7018701870187019,0.2364611502982319
0.37,0.2523252325232523,0.3570171810647524
0.41,0.3655365536553655,0.4049156467537799
0.45,0.359035903590359,0.6390059842717262
0.49,0.8881888188818882,0.3760469701931808
0.53,0.8722872287228722,0.1745254885590202
0.57,0.07330733073307331,0.3453542876987246
0.61,0.5373537353735374,0.05972337804236172
0.65,0.8691869186918691,0.5423634988583504
0.6899999999999999,0.5335533553355336,0.7761836326013469
0.73,0.4622462246224622,0.1430050653588043
0.77,0.3629362936293629,0.0964900528172733
0.8100000000000001,0.1696169616961696,0.02458682756858388
0.85,0.8764876487648765,0.04943648696176683
0.89,0.8077807780778078,0.4532209840906078
0.93,0.2379237923792379,0.5303034414366007
0.97,0.6596659665966597,0.4881402760365089
